SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,PreviousSalePrice,Price
1.4215748826795742,1.054103957567128,0.34123163667058126,0.7786159958171508,0.24739086700342544,-0.42347808206613424,1.1206354842161574,0.03299671474217136,1.002021024973539,0.2063875774663763,0.40840012713623597,0.03385138166266623,2.9834566865649306,630994.2869
-0.6589216037818156,-0.40307821788856074,-0.6606384385693381,0.8352070825047093,-0.3670117217606879,-0.3633725318644533,-0.24412061327973517,0.2860467874362075,1.0822528525120703,-1.7273404011137254,-1.3035806109956454,-0.4472538309606525,-1.1030904266243273,164483.0394
0.24450098335477238,-0.5418831579785583,-0.5084090625896891,-0.7349181657873493,-1.4422162520978863,2.190326629845712,0.7156164595479675,-2.397615825608438,0.23981866335749358,0.46015765339552345,1.5296534457368969,0.6224375460422589,-1.2690056419112647,131801.5547
1.6851318254553376,1.9472039798073109,-0.05554363899944494,1.2141454374812024,1.0259872510407073,-1.0182398091927163,1.047449294953733,0.8698377446163071,-1.1241224047975358,-0.6462798776555584,0.7470336797337511,0.44330262644846957,1.3512548912150568,755262.7602
2.2198986515381636,0.9571197848570498,-0.4851513006176752,-1.6270600029794446,-1.172090976003319,-0.05812444968837681,-1.4417128012103173,0.15064280117010065,-0.9235428359512079,-0.8492959383988761,1.3791496445824456,0.9295259796316112,0.8179376144788537,297752.7272
-0.9362820098471619,0.17175355618263502,-0.7931112210458784,1.291819478032753,-0.3723082958017577,0.41359397833424005,-0.6009032859340544,-0.4864218555245349,0.4604561890884539,0.24191538809645705,0.017090244134663365,1.1598423048236257,-0.3060170312504021,173003.994
-0.4640063730107136,-1.1878277437103808,0.040774220104317874,-1.196523892493707,0.9836146587121476,-1.3574742757760259,1.3967470164334865,0.6656218964772601,-1.9464986370674797,0.962622403735235,-0.07697463158686858,-0.17087424073023522,0.48026341953051943,238850.653
-0.02494825412453738,0.01610287013734053,-1.7268514159776096,0.09619406811424219,-0.47823977662315664,1.4083250997348356,0.8827803691132781,1.3737181525246092,-0.4822677844892867,0.17085976683629553,0.17135664031797548,0.5661379998842108,1.0759748925325505,351798.8598
-0.07823713451119285,-1.1878277437103808,2.1997090218997153,2.3681597542470967,0.035527905360627575,0.75503126612913,0.3014491612219747,1.3737181525246092,0.40028231843455553,0.7596063429919171,-0.6677020511180893,-0.03268444561502677,0.5222301551676508,469787.4253
-0.016238926096586087,-0.94599387523022,-0.23638970828106504,-1.6531362880217508,1.5132720628191418,-0.7579922174817727,1.3776188078762617,-0.006958559893727416,-0.6828473533356147,0.003371516723058347,0.5965298785792998,-0.06339328897396183,-0.3966105795639287,298680.9437
-1.1712930149356242,-1.1878277437103808,0.29414449338469145,-1.5027815380969636,-1.2409464385372284,0.565903330677767,1.593019069455443,-1.6717616697229116,0.4805141459730867,0.06427633494605373,1.5296534457368969,1.5590572684897839,-1.4645826641983635,115585.1555
1.6155276270648384,-1.1878277437103808,-0.018031119689745006,-0.698855218388415,-0.5206123689517163,0.6109038211428997,-0.5884283673097774,1.1739417793451057,-0.24157230187369358,-0.6259782715812265,-0.04687387135597867,-1.9161601716297225,0.5340861427455947,335869.6815
-0.5224598144921111,-1.1878277437103808,-0.3645753456936397,-1.729145884847197,0.9624283625478673,0.1083458961581638,0.6166487717953709,-0.2711073199866273,-0.24157230187369358,-0.5244702412095676,-0.8671195876477371,-1.0716669792590028,-1.226908459191324,174486.9737
-0.07049029286908003,-1.1878277437103808,1.9924255580569736,1.6452363625423085,-1.7547141205210126,1.0064675729937536,1.8308741845583225,0.6012495095638668,0.8214994130118438,-0.7477879080272173,-1.6723149238240504,0.7503910600378224,-0.9361685047070232,180416.2472
1.3145745669076025,0.9111327359248736,-0.8396624711987727,0.1389147904175948,-0.30874940730891837,-0.525437235287834,-0.11853976579534758,0.6767205838761239,0.42034027531918833,-0.21994615009459093,-0.3892700189823547,-0.3653635820034922,0.8129074527865972,297734.5705
-1.1712930149356242,1.0113628587788785,-0.5884000442415159,0.15944292970621915,-0.2028179264875199,-0.7136211045056626,-0.11354979834563693,-2.273310526741192,0.27993457712675873,0.2723677972079545,0.12996809500050163,-0.4933170959990558,-0.852326302179189,256951.6967
-1.1712930149356242,-0.6308134920134613,-1.3917395768109566,0.801363393407248,-0.07040357546077136,-1.236633797883641,-0.2491105807294458,-0.5596731923570186,1.3229483351276639,-0.9508039687705351,1.055566472100376,0.20275002013681018,-0.8979033059285929,209554.4884
0.5670043484437044,-0.7795037933683054,-0.26743578378595,-1.1415972495322533,1.481492618572722,-0.5106468642957974,-0.6649412015386758,0.6567429465581729,-0.7630791808741455,0.9118683885494053,1.4318259749865039,-0.09922027289271977,0.7413806932297767,524952.7752
-0.7130555941657926,-0.8132342923996857,0.467273701551173,-1.2164972172069628,1.6192035436405403,-0.5716964807310126,-1.3718532569143667,1.3737181525246092,-1.7058031544518863,-0.07275950605568554,-0.12212577193320395,1.1342516020245126,-0.7267195638227246,228007.9217
1.1265141172258848,1.581538213187242,-0.4804711672561793,-0.559041945395624,1.5291617849423513,-0.8470491321785043,0.522671051492485,-0.3687757690966056,-2.66858508491426,1.0387534265139788,-0.49462267979047053,0.2795221285341485,0.8918212555418455,514357.4585
-1.1712930149356242,0.7233921271038837,-0.22695798914034032,1.2230224706870942,1.296112527135274,-0.553129844804839,0.8985819327040289,-1.0235983256294188,1.262774464473765,0.9321699946237371,-1.4917103624387094,-0.9641860275027297,-1.0818323514286103,212120.0921
-0.12643187963621658,-0.7309035182640097,-1.4461505929144547,-1.7008503415034177,0.586371605631902,0.2169135130146032,-0.6158731882831866,-0.05357304696894634,-2.106962292144542,0.8611143733635761,0.3707741768476233,1.5078758628915585,-0.44754896970793767,160415.9956
0.5599617651326926,0.5253981857157832,0.022518127373597187,-0.16013026570587482,-0.5735781093624155,1.0728668980856628,0.4403365885722573,0.5035810604538885,0.7011516717040475,0.9778486082909835,0.7733718449357802,2.055516902792571,0.5082690543975521,459853.5182
0.18539023409768074,0.7382606097286429,0.26781427745016867,-0.14182138471872352,0.0408244794016974,-1.3310404212370666,2.291614512414949,-0.1712191333968756,0.15958683581896238,0.8002095551405807,0.6717817791565255,2.0299261999934575,-0.06522028074799908,220430.4193
-0.37132597663779887,-0.2634265238526574,2.491234886249383,-0.9890232413059932,1.3649679896691829,-0.3913798301259696,-0.42708608643579626,1.229435216339412,-1.0438905772590046,2.5359968744959476,0.9201130510613702,-1.3480465694894201,-0.35379444664428694,197997.101
1.333448690181114,1.0878488892541966,-0.3332434605178235,-0.6755530062229498,-0.6106541276499052,1.0341601825107583,-1.360209999531708,0.8454206323388125,2.386020050013201,-0.5244702412095676,-0.919795918051795,0.17715931733769755,1.0330809120916564,451640.8314
0.6377353601639655,0.005505926558207512,-0.09952260211395983,0.20271846658494025,1.6192035436405403,2.0499754497936187,1.528149492609203,1.2871483908134915,-1.284586059874598,1.1504122599228035,1.5296534457368969,1.5539391279299613,0.9058245809961416,404050.905
0.274572814092793,0.19556268947588848,-0.32102509708552135,-1.610415565718398,-0.022734409091141484,0.7112895306420427,1.666205258717867,0.5257784352516096,-0.020934776142732796,-1.2553280598855117,-1.040198958975356,-0.713397140071425,0.3682869244597929,281200.9996
-1.1712930149356242,-0.8587784193283841,0.11044032739376061,-0.6145234029324459,-2.088398285108419,0.548595449729639,-0.5393603540542883,1.2760497034146276,0.23981866335749358,-2.371916393973759,-0.30273033331854543,-0.18622866240970298,-0.4715632519572799,247865.2916
-0.47731685546852576,-0.21371830751435728,0.08489608805429835,-1.5865585389775647,-0.30345283326784855,0.07624764421799897,-0.6824060876126634,0.0662927769387563,1.7040495159356865,-0.7934665216944637,0.4234505072516811,0.09015092782071436,-0.33639390466236485,311568.8533
0.46317319516168765,-1.1878277437103808,-0.2928371182899467,-0.3620827711399064,0.24739086700342544,1.3995138148885158,0.09852381826707039,1.3692786775650623,0.0392390945111656,-0.4990932336166532,0.19393221049114334,0.33070353413237374,-1.2006650229517368,181669.9418
0.5886250792085106,-1.0981124556746102,-0.3109145799763354,-0.4053583080186273,-0.38290144388389785,-0.10941871504373818,0.5675807585398818,-0.7661087779758358,-0.903484879066575,0.9169437900679881,-0.44194634938641275,-0.42678126872136235,-0.9436016542237775,167472.0815
-1.1712930149356242,-1.1878277437103808,-0.12381642414309868,1.1553350924921713,0.3268394776194743,-0.6651590378509041,1.0990122919340777,-0.9792035760339731,-1.4049338011823946,-0.4990932336166532,1.2135954633125496,0.7708636222771126,-1.3946704550925633,123607.752
0.2640793649593854,-1.1878277437103808,-0.15743478668636318,-0.44974347404808485,0.08319707173025698,0.37929290518249553,0.04529749880348891,0.8387614198994955,-0.020934776142732796,-0.3671327941334963,0.017090244134663365,0.13621419285911718,-0.8175684320189621,213153.8592
0.5100063741799159,-0.09128767672363708,-0.02556934976055122,-1.295835701484618,-0.4464603323767372,-0.3680928630321245,-1.365199966981419,-0.15568097103846826,0.019181137626532802,-0.28592636983616915,-0.4645219195595803,-0.4063087064820722,-0.4885318707417082,258261.7063
-1.1712930149356242,1.54031776113372,0.17213949010600077,-0.6738885624968453,-0.26108024093928894,0.6146800860770368,-0.4670058260334824,-0.22893230787095198,0.36016640466528993,-0.46356542298657244,-0.4381837543575516,-0.2885914736061539,-0.9267199104925481,168127.408
0.26382113690464803,-0.046346832073032855,-0.28690656761812755,-0.2943953929449836,1.6192035436405403,-0.8826089603082946,-1.4217529314114743,-0.13348359624074707,0.6008618872808835,1.7290080330412594,1.1120053975332953,1.0011799474691272,1.7984072346517,619336.2494
-1.1712930149356242,0.5413633097510819,0.2260146130765029,0.5983012588224799,-0.26108024093928894,0.3512856069209792,1.0665775035109577,1.3737181525246092,1.202600593819867,-1.5547767494819054,0.7620840598491962,-0.02244816449538145,-0.9316436672728893,158717.4633
